DOID,Disease_Name,Chemical_Name,Chemical_ID,Direct_Evidence,PubMed_IDs
DOID:9452,Fatty Liver,Curcumin,D003474,therapeutic,19297423
DOID:5082,Fibrosis,Curcumin,D003474,therapeutic,18705752
DOID:3119,Gastrointestinal Neoplasms,Curcumin,D003474,therapeutic,18462866
DOID:114,Heart Diseases,Curcumin,D003474,therapeutic,9647462
DOID:2477,Hereditary Sensory and Motor Neuropathy,Curcumin,D003474,therapeutic,17701891
DOID:1168,Hyperlipidemias,Curcumin,D003474,therapeutic,10694226
DOID:7998,Hyperthyroidism,Curcumin,D003474,therapeutic,19914224
DOID:1459,Hypothyroidism,Curcumin,D003474,therapeutic,19174171
DOID:0050589,Inflammatory Bowel Diseases,Curcumin,D003474,therapeutic,18200517|18596194
DOID:557,Kidney Diseases,Curcumin,D003474,therapeutic,19345714
DOID:8927,Learning Disorders,Curcumin,D003474,therapeutic,21839772
DOID:1240,Leukemia,Curcumin,D003474,therapeutic,18462866|20932957
DOID:409,Liver Diseases,Curcumin,D003474,therapeutic,16956363|17569222|18377885
DOID:0060058,Lymphoma,Curcumin,D003474,therapeutic,18462866
DOID:1909,Melanoma,Curcumin,D003474,therapeutic,17885582|18462866
DOID:2645,Mesothelioma,Curcumin,D003474,therapeutic,21594647
DOID:9538,Multiple Myeloma,Curcumin,D003474,therapeutic,19372569
DOID:5844,Myocardial Infarction,Curcumin,D003474,therapeutic,8534267
DOID:3394,Myocardial Ischemia,Curcumin,D003474,therapeutic,20125031
DOID:3093,Nervous System Neoplasms,Curcumin,D003474,therapeutic,18462866
DOID:3602,Neurotoxicity Syndromes,Curcumin,D003474,therapeutic,21656326
DOID:9970,Obesity,Curcumin,D003474,therapeutic,19297423
DOID:14228,Oligospermia,Curcumin,D003474,therapeutic,20182699
DOID:8398,Osteoarthritis,Curcumin,D003474,therapeutic,19889203
DOID:11476,Osteoporosis,Curcumin,D003474,therapeutic,18719352
DOID:2394,Ovarian Neoplasms,Curcumin,D003474,therapeutic,18462866|19020741
DOID:576,Proteinuria,Curcumin,D003474,therapeutic,10694226
DOID:9675,Pulmonary Emphysema,Curcumin,D003474,therapeutic,19168576
DOID:11394,"Respiratory Distress Syndrome, Adult",Curcumin,D003474,therapeutic,10666014|18379247
DOID:11832,Seizures,Curcumin,D003474,therapeutic,21211953
DOID:10808,Stomach Ulcer,Curcumin,D003474,therapeutic,16631530|19188055|22465177
DOID:11054,Urinary Bladder Neoplasms,Curcumin,D003474,therapeutic,18593936
DOID:1612,Breast Neoplasms,CVAD protocol,C064396,therapeutic,9116320
DOID:557,Kidney Diseases,CVB protocol,C037162,therapeutic,6174199
DOID:1909,Melanoma,CVD protocol,C056619,therapeutic,16469753
DOID:2868,Arterial Occlusive Diseases,CVS 1123,C101948,therapeutic,8840864
DOID:3310,"Dermatitis, Atopic",CX 659S,C418807,therapeutic,12811023
DOID:11162,Respiratory Insufficiency,CX717,C542518,therapeutic,19461299
DOID:14330,Parkinson Disease,CY 208-243,C054531,therapeutic,7901395
DOID:1574,Alcoholism,Cyanamide,D003484,therapeutic,22835378|5334883|7460472
DOID:1826,Epilepsy,"6-Cyano-7-nitroquinoxaline-2,3-dione",D018750,therapeutic,7705426
DOID:1094,Hyperkinesis,"6-Cyano-7-nitroquinoxaline-2,3-dione",D018750,therapeutic,8616504
DOID:11832,Seizures,"6-Cyano-7-nitroquinoxaline-2,3-dione",D018750,therapeutic,8884763
DOID:1432,Blindness,Cyclandelate,D003495,therapeutic,1341094
DOID:631,Fibromyalgia,cyclobenzaprine,C004704,therapeutic,19590258
DOID:11832,Seizures,Cyclohexanes,D003510,therapeutic,12679146
DOID:1100,Ovarian Diseases,cyclohexene oxide,C007193,therapeutic,19027032
DOID:1168,Hyperlipidemias,Cycloheximide,D003513,therapeutic,69995
DOID:0060058,Lymphoma,Cycloheximide,D003513,therapeutic,19412536
DOID:1094,Hyperkinesis,cyclohexyl carbamic acid 3'-carbamoylbiphenyl-3-yl ester,C500528,therapeutic,20966038
DOID:6225,Intestinal Polyposis,Cyclooxygenase 2 Inhibitors,D052246,therapeutic,14726667
DOID:8398,Osteoarthritis,Cyclooxygenase 2 Inhibitors,D052246,therapeutic,18177922
DOID:7693,"Aortic Aneurysm, Abdominal",Cyclooxygenase Inhibitors,D016861,therapeutic,16514081
DOID:6000,Heart Failure,Cyclopenthiazide,D003518,therapeutic,62899
DOID:10763,Hypertension,Cyclopenthiazide,D003518,therapeutic,2342045|3297616|3330028
DOID:10824,"Hypertension, Malignant",Cyclopenthiazide,D003518,therapeutic,1139266
DOID:9383,Iridocyclitis,Cyclopentolate,D003519,therapeutic,11004305
DOID:14219,"Acidosis, Renal Tubular",Cyclophosphamide,D003520,therapeutic,2870689
DOID:12449,"Anemia, Aplastic",Cyclophosphamide,D003520,therapeutic,3377871
DOID:718,"Anemia, Hemolytic, Autoimmune",Cyclophosphamide,D003520,therapeutic,16595573
DOID:2403,Aneurysm,Cyclophosphamide,D003520,therapeutic,10813312|18592134
DOID:2988,Antiphospholipid Syndrome,Cyclophosphamide,D003520,therapeutic,15658543
DOID:7148,"Arthritis, Rheumatoid",Cyclophosphamide,D003520,therapeutic,3035735|3970039|6860382|779796|8946814
DOID:417,Autoimmune Diseases,Cyclophosphamide,D003520,therapeutic,18034189|6392368
DOID:13241,Behcet Syndrome,Cyclophosphamide,D003520,therapeutic,6788612
DOID:4960,Bone Marrow Neoplasms,Cyclophosphamide,D003520,therapeutic,2214347
DOID:1612,Breast Neoplasms,Cyclophosphamide,D003520,therapeutic,10766175|11109196|11135211|11230490|11325840|12006526|12058236|12099946|12114195|12189532|12523579|15093573|15136595|15325671|15534084|1573414|15767638|16702817|16978400|17020986|17223814|1727913|17388661|17461902|17919350|18234424|18323546|18506671|1889343|1960555|19747781|19805683|20133257|2910423|3427224|3922612|470088|7707444|7715910|7863453|8640822|9193323|9193324|9296218|9332695|9390207|9504468|9676843|9815949|9816034|9817266|9849468
DOID:8584,Burkitt Lymphoma,Cyclophosphamide,D003520,therapeutic,18782177|3965085|9186541
DOID:3904,"Carcinoma, Bronchogenic",Cyclophosphamide,D003520,therapeutic,4559404
DOID:3008,"Carcinoma, Ductal, Breast",Cyclophosphamide,D003520,therapeutic,11020424|16414547
DOID:5050,"Carcinoma, Ehrlich Tumor",Cyclophosphamide,D003520,therapeutic,14641813
DOID:3308,"Carcinoma, Embryonal",Cyclophosphamide,D003520,therapeutic,5027400
DOID:4552,"Carcinoma, Large Cell",Cyclophosphamide,D003520,therapeutic,6301671
DOID:4236,Carcinosarcoma,Cyclophosphamide,D003520,therapeutic,346364
DOID:3049,Churg-Strauss Syndrome,Cyclophosphamide,D003520,therapeutic,20014201
DOID:12932,Endomyocardial Fibrosis,Cyclophosphamide,D003520,therapeutic,20014201
DOID:4692,Endophthalmitis,Cyclophosphamide,D003520,therapeutic,11232733
DOID:3071,Gliosarcoma,Cyclophosphamide,D003520,therapeutic,11389073|9766669
DOID:10976,"Glomerulonephritis, Membranous",Cyclophosphamide,D003520,therapeutic,16234291|2012353|9513907
DOID:2531,Hematologic Neoplasms,Cyclophosphamide,D003520,therapeutic,11019834|12374454|1411625|20861613
DOID:2237,"Hepatitis, Chronic",Cyclophosphamide,D003520,therapeutic,1144250
DOID:6263,Inflammatory Breast Neoplasms,Cyclophosphamide,D003520,therapeutic,11401310
DOID:9513,"Leukemia, Plasma Cell",Cyclophosphamide,D003520,therapeutic,4571885|9404934
DOID:715,"Leukemia, T-Cell",Cyclophosphamide,D003520,therapeutic,11960272
DOID:3082,"Lung Diseases, Interstitial",Cyclophosphamide,D003520,therapeutic,19653137|8976077
DOID:9074,"Lupus Erythematosus, Systemic",Cyclophosphamide,D003520,therapeutic,12739036|19078457|20398172|4700007|5120183|901598|9149702
DOID:8538,"Lymphoma, Large B-Cell, Diffuse",Cyclophosphamide,D003520,therapeutic,10578547|12488306|15307884
DOID:1909,Melanoma,Cyclophosphamide,D003520,therapeutic,18298334|20423231
DOID:9538,Multiple Myeloma,Cyclophosphamide,D003520,therapeutic,12791655|15048060|15161947|15609275|16611307|17050881|17355553|19274460|21245421|3838922|4168247|7534745|7540856|8104070|8555506|9436936|9436937
DOID:2376,"Multiple Sclerosis, Chronic Progressive",Cyclophosphamide,D003520,therapeutic,11990877
DOID:3347,"Neoplasms, Bone Tissue",Cyclophosphamide,D003520,therapeutic,278643
DOID:2527,Nephrosis,Cyclophosphamide,D003520,therapeutic,4961747
DOID:10966,"Nephrosis, Lipoid",Cyclophosphamide,D003520,therapeutic,3802598
DOID:769,Neuroblastoma,Cyclophosphamide,D003520,therapeutic,15176712|16115947|18353067|3688893|476599|857581|8761367
DOID:171,Neuroectodermal Tumors,Cyclophosphamide,D003520,therapeutic,12837982|8761367
DOID:3347,Osteosarcoma,Cyclophosphamide,D003520,therapeutic,10206466|11275465|14760101|16453328|22016816|2327660|6940649|857581
DOID:4001,Ovarian epithelial cancer,Cyclophosphamide,D003520,therapeutic,2915238
DOID:2394,Ovarian Neoplasms,Cyclophosphamide,D003520,therapeutic,10926815|11528251|12439602|15370618|1655227|2119878|2859431|2861351|9523741|9815949
DOID:9182,Pemphigus,Cyclophosphamide,D003520,therapeutic,16207182|19915258|7657447
DOID:9810,Polyarteritis Nodosa,Cyclophosphamide,D003520,therapeutic,10813312|2870689|9146079
DOID:3247,Rhabdomyosarcoma,Cyclophosphamide,D003520,therapeutic,18989167|857581|9191535
DOID:3369,"Sarcoma, Ewing",Cyclophosphamide,D003520,therapeutic,11772151
DOID:418,"Scleroderma, Systemic",Cyclophosphamide,D003520,therapeutic,16636934
DOID:5409,Small Cell Lung Carcinoma,Cyclophosphamide,D003520,therapeutic,1849442|3568278|6293321
DOID:319,Spinal Cord Diseases,Cyclophosphamide,D003520,therapeutic,9404148
DOID:1659,Supratentorial Neoplasms,Cyclophosphamide,D003520,therapeutic,12837982
DOID:2703,Synovitis,Cyclophosphamide,D003520,therapeutic,3970039
DOID:2998,Testicular Neoplasms,Cyclophosphamide,D003520,therapeutic,5027400
DOID:7188,"Thyroiditis, Autoimmune",Cyclophosphamide,D003520,therapeutic,11990877
DOID:731,Urologic Neoplasms,Cyclophosphamide,D003520,therapeutic,2981619
DOID:865,Vasculitis,Cyclophosphamide,D003520,therapeutic,1392448|3060893|8580559
DOID:12132,Wegener Granulomatosis,Cyclophosphamide,D003520,therapeutic,11485512|12160980|12793710|1353574|14563468|15911917|17519271|18604190|19078457|19184066|6392368|7377464|8978974
DOID:2030,Anxiety Disorders,Cycloserine,D003523,therapeutic,12078031|18179785
DOID:13548,"Parkinson Disease, Secondary",Cycloserine,D003523,therapeutic,10727642
DOID:399,Tuberculosis,Cycloserine,D003523,therapeutic,16933231|5271987
DOID:401,"Tuberculosis, Multidrug-Resistant",Cycloserine,D003523,therapeutic,15182146|18283911|8399888
DOID:2957,"Tuberculosis, Pulmonary",Cycloserine,D003523,therapeutic,5271994|8399888
DOID:417,Autoimmune Diseases,Cyclosporine,D016572,therapeutic,22147139
DOID:13241,Behcet Syndrome,Cyclosporine,D016572,therapeutic,11087798|12692989|2566048
DOID:1612,Breast Neoplasms,Cyclosporine,D016572,therapeutic,9815949
DOID:0050486,Exanthema,Cyclosporine,D016572,therapeutic,16114793|2566048
DOID:5614,Eye Diseases,Cyclosporine,D016572,therapeutic,2566048
DOID:10003,"Hearing Loss, Sensorineural",Cyclosporine,D016572,therapeutic,16303687
DOID:74,Hematologic Diseases,Cyclosporine,D016572,therapeutic,20381478
DOID:2043,"Hepatitis B, Chronic",Cyclosporine,D016572,therapeutic,7657365
DOID:5295,Intestinal Diseases,Cyclosporine,D016572,therapeutic,20668000
DOID:12895,Keratoconjunctivitis Sicca,Cyclosporine,D016572,therapeutic,15604871
DOID:896,"Metal Metabolism, Inborn Errors",Cyclosporine,D016572,therapeutic,16801185
DOID:437,Myasthenia Gravis,Cyclosporine,D016572,therapeutic,17199845
DOID:1063,"Nephritis, Interstitial",Cyclosporine,D016572,therapeutic,16114793
DOID:10966,"Nephrosis, Lipoid",Cyclosporine,D016572,therapeutic,17954296|3590804
DOID:3347,Osteosarcoma,Cyclosporine,D016572,therapeutic,7808368
DOID:2394,Ovarian Neoplasms,Cyclosporine,D016572,therapeutic,9815949|9816118|9816119
DOID:9182,Pemphigus,Cyclosporine,D016572,therapeutic,8176015
DOID:8924,"Purpura, Thrombocytopenic, Idiopathic",Cyclosporine,D016572,therapeutic,11472356
DOID:9663,"Stomatitis, Aphthous",Cyclosporine,D016572,therapeutic,2566048
DOID:13141,Uveitis,Cyclosporine,D016572,therapeutic,1336536|9143886
DOID:12574,"Uveitis, Posterior",Cyclosporine,D016572,therapeutic,11004305
DOID:12132,Wegener Granulomatosis,Cyclosporine,D016572,therapeutic,11485512
DOID:7148,"Arthritis, Rheumatoid",Cyclosporins,D003524,therapeutic,10776690
DOID:10763,Hypertension,cyclothiazide,C004639,therapeutic,7128662
DOID:6432,"Hypertension, Pulmonary",cyclo(Trp-Asp-Pro-Val-Leu),C072247,therapeutic,16327149
DOID:12849,Autistic Disorder,Cyproheptadine,D003533,therapeutic,15068403
DOID:8670,Eating Disorders,Cyproheptadine,D003533,therapeutic,264413
DOID:1094,Hyperkinesis,Cyproheptadine,D003533,therapeutic,139615|6815697
DOID:10763,Hypertension,Cyproheptadine,D003533,therapeutic,7915698
DOID:4968,Nelson Syndrome,Cyproheptadine,D003533,therapeutic,6243392
DOID:6543,Acne Vulgaris,Cyproterone Acetate,D017373,therapeutic,12615818|15269926|2945082|6205409
DOID:987,Alopecia,Cyproterone Acetate,D017373,therapeutic,20053802
DOID:8741,"Dermatitis, Seborrheic",Cyproterone Acetate,D017373,therapeutic,6205409
DOID:4535,Hypotrichosis,Cyproterone Acetate,D017373,therapeutic,10660647
DOID:635,Acquired Immunodeficiency Syndrome,Cystamine,D003538,therapeutic,9207937
DOID:635,Acquired Immunodeficiency Syndrome,Cysteamine,D003543,therapeutic,9207937
DOID:12556,"Kidney Tubular Necrosis, Acute",Cysteine,D003545,therapeutic,851123
DOID:3602,Neurotoxicity Syndromes,Cysteine,D003545,therapeutic,20696200
DOID:4724,Brain Edema,Cytarabine,D003561,therapeutic,2500219
DOID:8584,Burkitt Lymphoma,Cytarabine,D003561,therapeutic,18782177|19489054|8416707|9186541
DOID:3620,Central Nervous System Neoplasms,Cytarabine,D003561,therapeutic,11902300|12026238|16864853|2214347
DOID:1826,Epilepsy,Cytarabine,D003561,therapeutic,15217378
DOID:13934,Facial Paralysis,Cytarabine,D003561,therapeutic,8847803
DOID:3119,Gastrointestinal Neoplasms,Cytarabine,D003561,therapeutic,8712831
DOID:2531,Hematologic Neoplasms,Cytarabine,D003561,therapeutic,3554086
DOID:1240,Leukemia,Cytarabine,D003561,therapeutic,10561356|1068643|11902300|15135655|1545440|1661126|2011096|2411382|2554727|2778484|3470173|3481363|3585447|3655707|3681383|3874431|3885116|3925559|3971396|4033929|4521468|6223674|6594185|6651239|7306918|8504443|8909309
DOID:8864,"Leukemia, Monocytic, Acute",Cytarabine,D003561,therapeutic,2992782
DOID:8692,"Leukemia, Promyelocytic, Acute",Cytarabine,D003561,therapeutic,10742073|11860447|2746881|2783512|7934481|8616088|8847803|9519692
DOID:715,"Leukemia, T-Cell",Cytarabine,D003561,therapeutic,11960272
DOID:0060058,Lymphoma,Cytarabine,D003561,therapeutic,10963643|11459208|12180108|12707070|1559790|16864853|2411382|3334893|3585447|6651239
DOID:8538,"Lymphoma, Large B-Cell, Diffuse",Cytarabine,D003561,therapeutic,9858151
DOID:9538,Multiple Myeloma,Cytarabine,D003561,therapeutic,11586419
DOID:3093,Nervous System Neoplasms,Cytarabine,D003561,therapeutic,12707070
DOID:2394,Ovarian Neoplasms,Cytarabine,D003561,therapeutic,6542584
DOID:8997,Polycythemia Vera,Cytarabine,D003561,therapeutic,3978659
DOID:3247,Rhabdomyosarcoma,Cytarabine,D003561,therapeutic,19821538
DOID:670,Amphetamine-Related Disorders,Cytidine Diphosphate Choline,D003566,therapeutic,20043005
DOID:331,Central Nervous System Diseases,Cytidine Diphosphate Choline,D003566,therapeutic,17873684
DOID:3455,Stroke,Cytidine Diphosphate Choline,D003566,therapeutic,15756928|9305321
DOID:9810,Polyarteritis Nodosa,Cytostatic Agents,D054697,therapeutic,2399379
DOID:1094,Hyperkinesis,D 23129,C101866,therapeutic,19098162|19162078
DOID:635,Acquired Immunodeficiency Syndrome,Stavudine,D018119,therapeutic,7861015|7861017
DOID:2349,Arteriosclerosis,Stavudine,D018119,therapeutic,16822947
DOID:526,HIV Infections,Stavudine,D018119,therapeutic,10320127|10476771|10534145|10534154|10708286|11061656|11141242|11303821|11356442|11442229|11486172|11741175|12473835|12799577|15547198|16135977|16288408|17259905|18261327|19328734|20232757|7861018|9007205|9317091|9562777
DOID:3455,Stroke,dabigatran,C554682,therapeutic,21041570
DOID:1612,Breast Neoplasms,Dacarbazine,D003606,therapeutic,17983394
DOID:1909,Melanoma,Dacarbazine,D003606,therapeutic,10623706|11135225|11254118|11712820|11746506|11901312|12025231|12202904|12393984|12417787|12439608|12535206|12556972|12640292|12787138|12883367|15020614|15176220|15522559|15577320|15577323|15917704|16034308|16098027|16225601|16248763|16273263|16508601|16760174|16809738|16928243|16939954|16966688|17023156|17119449|17239242|17334785|17508024|17562445|17576460|17623835|17709802|17761969|17973783|18089842|18176117|18281670|18315784|18332650|18445842|18505091|2278422|3359400|3543778|3967259|4024678|528568|6503301|6771598|6786601|6883354|6986251|7085277|7113323|7218735|7379000|7460408
DOID:4359,"Melanoma, Amelanotic",Dacarbazine,D003606,therapeutic,15990972
DOID:769,Neuroblastoma,Dacarbazine,D003606,therapeutic,3688893|857581
DOID:3247,Rhabdomyosarcoma,Dacarbazine,D003606,therapeutic,857581
DOID:119,Vaginal Neoplasms,Dacarbazine,D003606,therapeutic,15577323
DOID:4960,Bone Marrow Neoplasms,Dactinomycin,D003609,therapeutic,14601052
DOID:3904,"Carcinoma, Bronchogenic",Dactinomycin,D003609,therapeutic,4559404
DOID:1168,Hyperlipidemias,Dactinomycin,D003609,therapeutic,69995
DOID:263,Kidney Neoplasms,Dactinomycin,D003609,therapeutic,11194540
DOID:1909,Melanoma,Dactinomycin,D003609,therapeutic,3967259
DOID:5408,Osteitis Deformans,Dactinomycin,D003609,therapeutic,5101343
DOID:3347,Osteosarcoma,Dactinomycin,D003609,therapeutic,11275465
DOID:2394,Ovarian Neoplasms,Dactinomycin,D003609,therapeutic,2859431
DOID:3247,Rhabdomyosarcoma,Dactinomycin,D003609,therapeutic,11378345|15591910|18989167|857581|9191535
DOID:4233,"Sarcoma, Clear Cell",Dactinomycin,D003609,therapeutic,11378345
DOID:3369,"Sarcoma, Ewing",Dactinomycin,D003609,therapeutic,14601052
DOID:1612,Breast Neoplasms,dactolisib,C531198,therapeutic,21633166
DOID:10763,Hypertension,dactolisib,C531198,therapeutic,22949526
DOID:2394,Ovarian Neoplasms,dactolisib,C531198,therapeutic,21372221
DOID:10763,Hypertension,daidzein,C004742,therapeutic,17169123
DOID:8805,"Angina, Unstable",Dalteparin,D017985,therapeutic,11869846
DOID:718,"Anemia, Hemolytic, Autoimmune",Danazol,D003613,therapeutic,2913802
DOID:14735,"Angioedemas, Hereditary",Danazol,D003613,therapeutic,2358093|3941465|434701|7425772|9538488
DOID:1612,Breast Neoplasms,Danazol,D003613,therapeutic,6697011
DOID:12700,Hyperprolactinemia,Danazol,D003613,therapeutic,4087275
DOID:1227,Neutropenia,Danazol,D003613,therapeutic,2913802
DOID:12450,Pancytopenia,Danazol,D003613,therapeutic,11757752
DOID:9675,Pulmonary Emphysema,Danazol,D003613,therapeutic,9360432
DOID:8924,"Purpura, Thrombocytopenic, Idiopathic",Danazol,D003613,therapeutic,10919136|1494534|3717792|3938438
DOID:1588,Thrombocytopenia,Danazol,D003613,therapeutic,12651980
DOID:11476,Osteoporosis,dang-gui-ji-hwang-yeum,C496026,therapeutic,15344418
DOID:8927,Learning Disorders,danggui-shaoyao-san,C531150,therapeutic,11749816
DOID:3394,Myocardial Ischemia,danqi piantang jiaonang,C539199,therapeutic,16499031
DOID:2044,Drug-Induced Liver Injury,Danshen extract,C515567,therapeutic,17639557
DOID:114,Heart Diseases,Danshen extract,C515567,therapeutic,17639557
DOID:8545,Malignant Hyperthermia,Dantrolene,D003620,therapeutic,10023282|11278295|20944434|7861811|8442973|9052921
DOID:9207,Myoclonus,Dantrolene,D003620,therapeutic,14652121|7486124
DOID:14464,Neuroleptic Malignant Syndrome,Dantrolene,D003620,therapeutic,10675082|12397878|1295627|15362259|1587202|16669738|17119106|2044308|2925603|6123782|6614876|6682201|6824251|7999444|9128030
DOID:607,Paraplegia,Dantrolene,D003620,therapeutic,6893628
DOID:10808,Stomach Ulcer,Dantrolene,D003620,therapeutic,12123631
DOID:6543,Acne Vulgaris,Dapsone,D003622,therapeutic,9330049
DOID:1612,Breast Neoplasms,Dapsone,D003622,therapeutic,21440447
DOID:8505,Dermatitis Herpetiformis,Dapsone,D003622,therapeutic,10971353|1732379|188385|1944718|2266352|2510873|2836133|3013789|4342845|4369028|6322702|7888363
DOID:4409,Folliculitis,Dapsone,D003622,therapeutic,7888363
DOID:1024,Leprosy,Dapsone,D003622,therapeutic,1184260|12030789|16015260|18602405|21765237|5128221|6260900|9251603
DOID:10887,"Leprosy, Lepromatous",Dapsone,D003622,therapeutic,16038251|16638414|6991816
DOID:1025,"Leprosy, Tuberculoid",Dapsone,D003622,therapeutic,3031183|5150030
DOID:0050169,"Lupus Erythematosus, Cutaneous",Dapsone,D003622,therapeutic,9451224
